Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas562      Pavarde562     7     	1     	7     	6     	10    	7     	2     	8     	6     	7     	6     	1     	5     	8     	5     	8     	
Vardas563      Pavarde563     4     	7     	9     	9     	6     	2     	10    	8     	5     	5     	3     	1     	2     	5     	7     	7     	
Vardas564      Pavarde564     10    	4     	4     	7     	7     	3     	2     	9     	8     	2     	8     	4     	5     	8     	4     	9     	
Vardas565      Pavarde565     3     	9     	9     	9     	3     	6     	10    	3     	1     	4     	2     	7     	4     	7     	10    	10    	
Vardas566      Pavarde566     1     	5     	9     	4     	7     	5     	2     	9     	3     	2     	10    	5     	10    	2     	8     	3     	
Vardas567      Pavarde567     10    	9     	10    	4     	8     	5     	6     	5     	5     	7     	9     	3     	6     	5     	9     	8     	
Vardas568      Pavarde568     4     	8     	9     	2     	10    	2     	10    	6     	6     	3     	5     	2     	7     	4     	4     	9     	
Vardas569      Pavarde569     5     	5     	2     	6     	8     	10    	6     	10    	2     	2     	7     	4     	8     	10    	4     	4     	
Vardas570      Pavarde570     5     	2     	5     	6     	8     	6     	7     	4     	3     	8     	9     	4     	6     	9     	9     	5     	
Vardas571      Pavarde571     3     	9     	1     	8     	8     	1     	3     	7     	7     	4     	10    	5     	3     	7     	5     	6     	
Vardas572      Pavarde572     4     	6     	2     	4     	4     	5     	8     	1     	8     	4     	1     	5     	2     	8     	9     	7     	
Vardas573      Pavarde573     2     	9     	1     	8     	4     	5     	1     	5     	6     	7     	6     	4     	1     	8     	9     	4     	
Vardas574      Pavarde574     9     	10    	9     	9     	1     	7     	9     	9     	1     	8     	10    	10    	8     	7     	4     	10    	
Vardas575      Pavarde575     4     	8     	5     	9     	3     	7     	1     	8     	6     	6     	8     	4     	2     	6     	5     	1     	
Vardas576      Pavarde576     1     	6     	6     	3     	5     	10    	8     	9     	4     	4     	6     	1     	10    	4     	8     	2     	
Vardas577      Pavarde577     1     	3     	6     	10    	3     	7     	4     	4     	4     	7     	8     	2     	4     	9     	10    	5     	
Vardas578      Pavarde578     4     	2     	1     	1     	5     	8     	6     	8     	7     	9     	1     	5     	9     	8     	3     	8     	
Vardas579      Pavarde579     10    	9     	3     	5     	7     	8     	7     	2     	6     	4     	1     	2     	5     	1     	3     	2     	
Vardas580      Pavarde580     2     	1     	3     	6     	8     	5     	10    	7     	3     	2     	10    	4     	8     	3     	10    	5     	
Vardas581      Pavarde581     1     	5     	2     	1     	5     	1     	2     	9     	5     	9     	5     	4     	6     	5     	3     	8     	
Vardas582      Pavarde582     1     	2     	5     	2     	5     	6     	4     	4     	2     	1     	7     	10    	6     	7     	5     	2     	
Vardas583      Pavarde583     9     	1     	10    	7     	8     	10    	10    	2     	4     	5     	8     	4     	9     	2     	10    	5     	
Vardas584      Pavarde584     1     	5     	4     	7     	5     	1     	9     	5     	2     	4     	7     	9     	2     	10    	8     	10    	
Vardas585      Pavarde585     7     	8     	1     	4     	7     	2     	9     	3     	4     	5     	7     	6     	9     	5     	9     	6     	
Vardas586      Pavarde586     8     	7     	10    	8     	1     	1     	4     	8     	6     	8     	5     	6     	6     	9     	3     	5     	
Vardas587      Pavarde587     6     	4     	5     	1     	1     	8     	9     	8     	7     	4     	3     	9     	4     	3     	3     	9     	
Vardas588      Pavarde588     1     	10    	10    	9     	9     	9     	5     	4     	4     	1     	7     	6     	8     	2     	7     	7     	
Vardas589      Pavarde589     7     	9     	3     	2     	1     	10    	9     	7     	5     	4     	1     	9     	6     	5     	5     	8     	
Vardas590      Pavarde590     10    	8     	1     	8     	7     	10    	1     	6     	7     	10    	3     	8     	7     	6     	7     	7     	
Vardas591      Pavarde591     5     	6     	4     	5     	7     	3     	8     	5     	9     	6     	4     	7     	10    	10    	10    	5     	
Vardas592      Pavarde592     1     	9     	9     	2     	6     	1     	10    	5     	4     	1     	2     	2     	1     	1     	3     	1     	
Vardas593      Pavarde593     7     	9     	6     	5     	1     	6     	9     	3     	6     	3     	10    	4     	6     	3     	9     	8     	
Vardas594      Pavarde594     4     	8     	9     	1     	5     	10    	5     	6     	3     	4     	2     	9     	9     	7     	4     	5     	
Vardas595      Pavarde595     3     	5     	6     	8     	5     	7     	6     	10    	8     	1     	3     	7     	10    	9     	9     	8     	
Vardas596      Pavarde596     2     	7     	2     	3     	6     	2     	3     	10    	5     	5     	4     	10    	6     	1     	5     	5     	
Vardas597      Pavarde597     2     	10    	7     	6     	8     	3     	9     	1     	4     	8     	2     	7     	2     	5     	10    	9     	
Vardas598      Pavarde598     5     	9     	6     	4     	5     	2     	2     	6     	3     	4     	1     	5     	1     	1     	9     	4     	
Vardas599      Pavarde599     2     	3     	2     	6     	8     	5     	6     	7     	4     	7     	9     	6     	3     	7     	6     	6     	
Vardas600      Pavarde600     1     	10    	1     	6     	6     	10    	6     	7     	3     	1     	8     	2     	4     	8     	8     	8     	
Vardas601      Pavarde601     3     	10    	8     	5     	3     	2     	8     	8     	7     	9     	6     	8     	7     	1     	8     	2     	
Vardas602      Pavarde602     5     	4     	6     	2     	7     	4     	10    	6     	10    	2     	4     	7     	9     	3     	5     	10    	
Vardas603      Pavarde603     5     	9     	10    	9     	7     	4     	9     	3     	8     	8     	1     	4     	1     	7     	9     	9     	
Vardas604      Pavarde604     3     	9     	9     	10    	6     	5     	7     	10    	7     	2     	6     	2     	7     	5     	4     	8     	
Vardas605      Pavarde605     6     	4     	2     	3     	8     	2     	1     	8     	2     	9     	1     	8     	2     	1     	4     	4     	
Vardas606      Pavarde606     1     	4     	3     	5     	8     	4     	6     	2     	3     	3     	5     	10    	3     	2     	9     	3     	
Vardas607      Pavarde607     1     	3     	10    	2     	8     	6     	2     	2     	10    	6     	7     	6     	8     	10    	6     	1     	
Vardas608      Pavarde608     6     	9     	8     	5     	10    	5     	1     	10    	8     	9     	10    	9     	3     	8     	8     	2     	
Vardas609      Pavarde609     3     	9     	9     	8     	1     	2     	3     	1     	1     	2     	6     	4     	10    	5     	8     	1     	
Vardas610      Pavarde610     5     	8     	10    	10    	6     	5     	9     	7     	5     	3     	2     	7     	6     	1     	7     	6     	
Vardas611      Pavarde611     5     	8     	2     	1     	8     	10    	7     	4     	3     	9     	1     	3     	7     	8     	2     	10    	
Vardas612      Pavarde612     3     	1     	8     	6     	4     	3     	4     	6     	10    	5     	9     	10    	9     	10    	6     	3     	
Vardas613      Pavarde613     4     	8     	3     	9     	10    	9     	8     	6     	6     	10    	9     	2     	4     	7     	7     	2     	
Vardas614      Pavarde614     5     	4     	8     	5     	7     	6     	10    	5     	6     	8     	6     	10    	2     	4     	1     	8     	
Vardas615      Pavarde615     4     	3     	5     	7     	10    	5     	6     	4     	10    	8     	7     	9     	4     	5     	5     	3     	
Vardas616      Pavarde616     10    	9     	1     	2     	3     	2     	4     	3     	6     	6     	5     	10    	2     	10    	9     	9     	
Vardas617      Pavarde617     1     	1     	5     	7     	5     	6     	5     	8     	9     	9     	1     	6     	4     	2     	3     	3     	
Vardas618      Pavarde618     1     	1     	8     	3     	10    	1     	8     	8     	4     	2     	4     	9     	10    	1     	3     	10    	
Vardas619      Pavarde619     3     	10    	7     	3     	2     	5     	8     	8     	5     	5     	4     	7     	3     	3     	3     	6     	
Vardas620      Pavarde620     9     	8     	6     	9     	7     	1     	9     	9     	1     	7     	9     	9     	3     	9     	10    	3     	
Vardas621      Pavarde621     1     	4     	2     	10    	6     	3     	2     	5     	7     	1     	10    	8     	4     	10    	6     	10    	
Vardas622      Pavarde622     5     	2     	1     	10    	1     	10    	5     	5     	3     	6     	1     	8     	6     	9     	2     	6     	
Vardas623      Pavarde623     1     	1     	8     	6     	5     	2     	4     	1     	2     	5     	9     	8     	10    	9     	7     	8     	
Vardas624      Pavarde624     10    	9     	8     	4     	4     	4     	4     	7     	3     	6     	10    	9     	10    	4     	2     	7     	
Vardas625      Pavarde625     7     	8     	9     	2     	5     	1     	3     	6     	4     	7     	10    	6     	10    	3     	6     	1     	
Vardas626      Pavarde626     7     	1     	8     	10    	7     	10    	5     	9     	4     	6     	3     	7     	6     	4     	8     	9     	
Vardas627      Pavarde627     10    	3     	1     	3     	8     	10    	3     	4     	2     	6     	5     	3     	9     	7     	8     	4     	
Vardas628      Pavarde628     10    	10    	1     	6     	2     	4     	7     	9     	6     	4     	9     	7     	2     	4     	8     	3     	
Vardas629      Pavarde629     9     	2     	1     	7     	7     	2     	1     	2     	2     	9     	2     	4     	3     	3     	2     	7     	
Vardas630      Pavarde630     9     	3     	7     	4     	2     	10    	9     	3     	6     	4     	10    	5     	10    	7     	7     	3     	
Vardas631      Pavarde631     4     	2     	2     	4     	5     	7     	1     	2     	9     	2     	6     	4     	1     	8     	7     	1     	
Vardas632      Pavarde632     4     	8     	5     	5     	2     	5     	4     	4     	3     	1     	8     	9     	7     	4     	4     	3     	
Vardas633      Pavarde633     3     	5     	5     	5     	7     	1     	4     	8     	10    	5     	9     	5     	4     	6     	2     	3     	
Vardas634      Pavarde634     8     	9     	6     	8     	9     	4     	8     	7     	2     	1     	8     	3     	8     	8     	10    	9     	
Vardas635      Pavarde635     7     	3     	9     	1     	3     	1     	1     	1     	1     	5     	10    	1     	1     	2     	5     	8     	
Vardas636      Pavarde636     5     	3     	2     	4     	3     	2     	3     	10    	4     	10    	8     	1     	1     	7     	1     	2     	
Vardas637      Pavarde637     10    	1     	2     	4     	10    	1     	9     	4     	9     	6     	6     	8     	10    	7     	6     	4     	
Vardas638      Pavarde638     5     	3     	7     	2     	7     	9     	5     	2     	7     	9     	2     	1     	3     	2     	8     	6     	
Vardas639      Pavarde639     8     	8     	7     	9     	4     	2     	4     	5     	5     	3     	7     	3     	2     	9     	5     	5     	
Vardas640      Pavarde640     7     	5     	1     	4     	3     	6     	8     	8     	9     	5     	7     	2     	2     	9     	1     	2     	
Vardas641      Pavarde641     7     	10    	6     	6     	6     	4     	9     	10    	10    	6     	1     	10    	7     	2     	6     	7     	
Vardas642      Pavarde642     2     	10    	5     	1     	5     	10    	10    	2     	2     	7     	6     	3     	3     	4     	4     	5     	
Vardas643      Pavarde643     3     	7     	4     	8     	4     	6     	1     	3     	10    	10    	9     	6     	1     	8     	5     	2     	
Vardas644      Pavarde644     9     	10    	4     	6     	6     	6     	8     	7     	5     	8     	3     	6     	3     	2     	8     	3     	
Vardas645      Pavarde645     4     	2     	3     	8     	1     	6     	4     	7     	1     	5     	10    	8     	8     	2     	3     	5     	
Vardas646      Pavarde646     1     	7     	4     	4     	6     	6     	9     	3     	3     	4     	5     	2     	9     	4     	2     	6     	
Vardas647      Pavarde647     7     	7     	10    	3     	5     	4     	9     	9     	1     	5     	6     	1     	9     	2     	2     	8     	
Vardas648      Pavarde648     6     	1     	6     	4     	1     	10    	5     	3     	10    	8     	7     	7     	9     	5     	8     	7     	
Vardas649      Pavarde649     10    	1     	6     	9     	4     	3     	6     	4     	10    	6     	1     	5     	2     	3     	1     	3     	
Vardas650      Pavarde650     3     	1     	2     	7     	8     	7     	8     	7     	9     	8     	4     	9     	8     	4     	10    	5     	
Vardas651      Pavarde651     9     	5     	9     	9     	5     	6     	8     	6     	2     	3     	8     	8     	8     	2     	7     	7     	
Vardas652      Pavarde652     9     	2     	3     	8     	5     	6     	10    	1     	1     	7     	7     	10    	2     	2     	2     	4     	
